,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
4370,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),126,Esprit Park,4337,2,1986,Female,26,8/18/2017
4371,24 minutes,81,Berry St at 4th St,70,Central Ave at Fell St,5235,1,1988,Male,27,10/6/2019
4372,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),3662,1,1982,Other,26,1/10/2019
4373,2 minutes,16,Steuart St at Market St,20,Mechanics Monument Plaza (Market St at Bush St),5028,1,1986,Male,26,2/8/2017
4374,9 minutes,3,Powell St BART Station (Market St at 4th St),25,Howard St at 2nd St,5034,2,1984,Male,26,10/19/2018
4375,19 minutes,16,Steuart St at Market St,31,Raymond Kimbell Playground,5575,3,1979,Male,29,6/16/2018
4376,24 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),123,Folsom St at 19th St,4656,2,1982,Female,26,8/8/2019
4377,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,5282,2,1994,Male,27,11/2/2018
4378,56 minutes,21,Montgomery St BART Station (Market St at 2nd St),92,Mission Bay Kids Park,3551,2,1981,Male,26,7/8/2017
4379,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5495,2,1994,Female,26,12/8/2017
4380,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5409,1,1979,Male,27,10/26/2018
4381,11 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),5477,1,1986,Male,26,11/1/2017
4382,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4756,2,1999,Male,26,4/6/2019
4383,15 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,1603,2,1987,Male,26,12/19/2017
4384,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),2810,2,1985,Male,27,5/10/2023
4385,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,3303,1,1989,Male,26,9/3/2018
4386,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,5463,1,1979,Male,26,4/5/2019
4387,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5454,1,1987,Male,27,3/7/2019
4388,18 minutes,5,Powell St BART Station (Market St at 5th St),70,Central Ave at Fell St,4967,1,1992,Female,29,4/25/2017
4389,8 minutes,81,Berry St at 4th St,126,Esprit Park,1213,2,1979,Female,27,5/10/2023
4390,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),97,14th St at Mission St,5398,2,1990,Female,26,5/10/2023
4391,1 minutes,22,Howard St at Beale St,22,Howard St at Beale St,3128,3,1966,Male,26,5/24/2019
4392,8 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1552,2,1987,Male,26,5/18/2019
4393,3 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5410,2,1993,Male,29,5/12/2017
4394,11 minutes,81,Berry St at 4th St,22,Howard St at Beale St,1602,1,1983,Male,26,9/1/2018
4395,19 minutes,22,Howard St at Beale St,106,Sanchez St at 17th St,5284,2,1995,Male,26,5/10/2023
4396,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),22,Howard St at Beale St,5283,2,1980,Male,27,5/4/2019
4397,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5004,2,1969,Male,27,1/30/2019
4398,13 minutes,81,Berry St at 4th St,114,Rhode Island St at 17th St,3675,3,1987,Male,29,5/10/2023
4399,9 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,5529,3,1987,Male,26,5/10/2023
4400,12 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3491,2,1972,Male,27,11/1/2017
4401,10 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5279,3,1982,Female,26,6/9/2018
4402,7 minutes,22,Howard St at Beale St,349,Howard St at Mary St,184,1,1994,Male,29,5/10/2023
4403,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),134,Valencia St at 24th St,4973,3,1995,Male,26,7/11/2019
4404,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4372,2,1982,Male,26,7/25/2017
4405,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,5521,2,1986,Female,27,1/29/2020
4406,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1450,2,1989,Male,26,7/16/2017
4407,10 minutes,5,Powell St BART Station (Market St at 5th St),75,Market St at Franklin St,4877,2,1983,Male,26,5/10/2023
4408,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4626,2,1982,Male,27,11/21/2017
4409,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),72,Page St at Scott St,4976,3,1995,Male,26,10/20/2017
4410,2 minutes,81,Berry St at 4th St,92,Mission Bay Kids Park,5200,1,1988,Male,26,10/12/2017
4411,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,5550,3,1942,Male,27,5/10/2023
4412,9 minutes,5,Powell St BART Station (Market St at 5th St),76,McCoppin St at Valencia St,5011,2,1986,Male,26,4/28/2018
4413,9 minutes,5,Powell St BART Station (Market St at 5th St),76,McCoppin St at Valencia St,5526,2,1987,Female,27,5/10/2023
4414,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5421,2,1992,Male,26,3/23/2018
4415,11 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4981,3,1970,Male,26,5/10/2023
4416,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),364,China Basin St at 3rd St,5182,1,1970,Female,27,5/10/2023
4417,8 minutes,5,Powell St BART Station (Market St at 5th St),86,Market St at Dolores St,5057,3,1987,Male,27,5/10/2023
4418,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1842,3,1985,Male,26,8/18/2019
4419,12 minutes,81,Berry St at 4th St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),1019,3,1978,Male,26,9/20/2019
4420,13 minutes,22,Howard St at Beale St,115,Jackson Playground,5140,2,1974,Male,29,8/1/2018
4421,18 minutes,30,San Francisco Caltrain (Townsend St at 4th St),285,Webster St at O'Farrell St,5343,2,1992,Female,26,5/10/2023
4422,18 minutes,22,Howard St at Beale St,75,Market St at Franklin St,2899,2,1966,Male,26,5/10/2023
4423,13 minutes,81,Berry St at 4th St,323,Broadway at Kearny,4964,1,1994,Male,29,5/10/2023
4424,2 minutes,22,Howard St at Beale St,27,Beale St at Harrison St,1070,2,1995,Female,29,10/8/2019
4425,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,1619,1,1998,Female,26,1/5/2017
4426,16 minutes,81,Berry St at 4th St,81,Berry St at 4th St,5477,3,1993,Male,26,1/24/2020
4427,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5312,1,1974,Male,26,5/10/2023
4428,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),74,Laguna St at Hayes St,4837,2,1994,Male,26,9/29/2019
4429,1 minutes,22,Howard St at Beale St,27,Beale St at Harrison St,2374,2,1988,Male,27,1/27/2018
4430,17 minutes,3,Powell St BART Station (Market St at 4th St),78,Folsom St at 9th St,4751,2,1965,Male,26,1/17/2017
4431,14 minutes,81,Berry St at 4th St,56,Koshland Park,5436,3,1996,Female,26,11/4/2017
4432,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4533,2,1987,Female,26,3/31/2017
4433,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4450,2,1988,Male,26,12/16/2017
4434,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),96,Dolores St at 15th St,5237,2,1992,Female,26,11/20/2017
4435,7 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3226,2,1965,Male,27,10/13/2019
4436,22 minutes,5,Powell St BART Station (Market St at 5th St),42,San Francisco City Hall (Polk St at Grove St),5133,2,1993,Male,26,7/11/2018
4437,10 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),5485,2,1996,Female,26,5/10/2023
4438,10 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5238,1,1990,Male,27,12/24/2019
4439,8 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),5421,2,1987,Male,26,2/18/2019
4440,11 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5314,2,1988,Male,26,5/10/2023
4441,7 minutes,22,Howard St at Beale St,64,5th St at Brannan St,5261,2,1989,Male,27,6/25/2019
4442,19 minutes,16,Steuart St at Market St,81,Berry St at 4th St,335,3,1985,Female,26,5/10/2023
4443,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4644,3,1989,Male,27,1/29/2017
4444,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2740,2,1978,Male,27,7/18/2018
4445,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4445,2,1974,Female,26,5/10/2023
4446,8 minutes,22,Howard St at Beale St,60,8th St at Ringold St,5290,3,1982,Male,26,5/10/2023
4447,11 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),5034,2,1987,Female,26,1/31/2017
4448,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),321,5th St at Folsom,48,1,1994,Male,27,1/29/2018
4449,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4426,3,1978,Male,27,12/18/2017
4450,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4972,2,1993,Male,27,5/10/2023
4451,8 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,3619,2,1958,Male,29,4/14/2017
4452,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),41,Golden Gate Ave at Polk St,4736,2,1975,Male,29,1/22/2020
4453,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,4978,2,1983,Male,26,10/27/2019
4454,19 minutes,16,Steuart St at Market St,72,Page St at Scott St,5173,3,1989,Male,29,5/10/2023
4455,10 minutes,81,Berry St at 4th St,19,Post St at Kearny St,5479,1,1992,Male,27,2/5/2018
4456,12 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4417,3,1976,Male,29,5/20/2017
4457,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5025,2,1988,Female,26,12/15/2019
4458,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),324,Union Square (Powell St at Post St),4651,2,1972,Male,26,1/25/2020
4459,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),36,Folsom St at 3rd St,4813,2,1971,Male,27,3/30/2017
4460,9 minutes,5,Powell St BART Station (Market St at 5th St),350,8th St at Brannan St,5020,3,1984,Male,26,5/10/2023
4461,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4382,1,1985,Female,27,12/12/2019
4462,2 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),654,3,1987,Male,26,8/17/2017
4463,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5494,2,1992,Male,26,5/10/2023
4464,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5182,1,1979,Male,27,9/13/2017
4465,7 minutes,22,Howard St at Beale St,5,Powell St BART Station (Market St at 5th St),5526,2,1988,Male,27,3/4/2019
4466,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),20,Mechanics Monument Plaza (Market St at Bush St),3743,2,1980,Male,26,7/24/2018
4467,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),126,Esprit Park,5294,1,1980,Male,27,11/26/2018
4468,11 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,4930,3,1972,Female,26,8/17/2017
4469,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4586,3,1975,Male,27,5/10/2023
4470,6 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5253,2,1999,Male,26,11/1/2019
4471,6 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5255,2,2000,Male,29,5/10/2023
4472,5 minutes,5,Powell St BART Station (Market St at 5th St),5,Powell St BART Station (Market St at 5th St),5487,3,1992,Female,27,2/13/2019
4473,6 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,1320,2,1971,Male,27,4/15/2018
4474,16 minutes,22,Howard St at Beale St,102,Irwin St at 8th St,5070,2,1977,Male,29,1/13/2020
4475,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4740,2,1985,Male,26,8/19/2018
4476,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,5575,3,1986,Female,29,7/25/2018
4477,12 minutes,5,Powell St BART Station (Market St at 5th St),72,Page St at Scott St,5364,3,1985,Female,29,10/20/2019
4478,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),20,Mechanics Monument Plaza (Market St at Bush St),1052,1,1980,Male,26,3/19/2017
4479,6 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5521,2,1969,Male,27,12/4/2017
4480,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,5398,3,1988,Female,26,11/5/2017
4481,7 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5463,2,1967,Male,26,5/10/2023
4482,11 minutes,81,Berry St at 4th St,345,Hubbell St at 16th St,4629,3,1987,Female,29,9/6/2017
4483,7 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),4801,2,1979,Male,29,5/10/2023
4484,3 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,5561,2,1984,Male,27,4/16/2018
4485,7 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5140,3,1979,Female,29,1/28/2019
4486,15 minutes,3,Powell St BART Station (Market St at 4th St),72,Page St at Scott St,5425,2,1967,Male,29,10/11/2018
4487,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5237,3,1986,Female,26,5/29/2017
4488,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5534,3,1982,Male,26,9/20/2019
4489,12 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4639,2,1990,Female,27,1/12/2020
4490,8 minutes,5,Powell St BART Station (Market St at 5th St),59,S Van Ness Ave at Market St,4377,2,1961,Male,27,2/7/2017
4491,7 minutes,81,Berry St at 4th St,345,Hubbell St at 16th St,4945,2,1986,Female,27,9/14/2017
4492,6 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5412,2,1990,Male,29,4/1/2018
4493,3 minutes,16,Steuart St at Market St,20,Mechanics Monument Plaza (Market St at Bush St),5299,2,1980,Male,26,7/13/2017
4494,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5163,1,1978,Male,26,5/10/2023
4495,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),285,Webster St at O'Farrell St,4611,3,1979,Male,29,3/13/2017
4496,6 minutes,5,Powell St BART Station (Market St at 5th St),75,Market St at Franklin St,5380,3,1963,Male,27,4/12/2018
4497,12 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5477,2,1987,Male,26,3/23/2018
4498,9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4837,1,1972,Male,26,6/10/2019
4499,19 minutes,22,Howard St at Beale St,371,Lombard St at Columbus Ave,3109,3,1983,Female,29,11/19/2018
4500,6 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),851,1,1986,Female,26,2/4/2020
4501,2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),5222,2,1980,Male,29,5/10/2023
4502,7 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4586,1,1998,Male,27,5/10/2023
4503,7 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4725,2,1982,Female,26,3/12/2017
4504,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),119,18th St at Noe St,4928,2,1957,Male,27,3/21/2018
4505,11 minutes,81,Berry St at 4th St,112,Harrison St at 17th St,4717,2,1972,Male,29,11/8/2018
4506,14 minutes,16,Steuart St at Market St,126,Esprit Park,5368,2,1979,Male,27,8/4/2018
4507,10 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1565,2,1986,Male,29,2/24/2019
4508,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),78,Folsom St at 9th St,5055,1,1995,Male,26,7/23/2018
4509,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),78,Folsom St at 9th St,5027,2,1995,Male,26,7/3/2019
4510,10 minutes,16,Steuart St at Market St,64,5th St at Brannan St,5136,2,1984,Male,26,2/26/2018
4511,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),26,1st St at Folsom St,5448,1,1997,Male,27,11/21/2017
4512,6 minutes,5,Powell St BART Station (Market St at 5th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5222,2,1988,Male,29,5/10/2023
4513,10 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4995,3,1993,Male,29,1/27/2017
4514,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),323,Broadway at Kearny,4756,2,1989,Female,26,5/5/2017
4515,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,5532,3,1990,Male,26,11/15/2019
4516,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,4432,2,1983,Male,26,10/21/2017
4517,31 minutes,5,Powell St BART Station (Market St at 5th St),118,Eureka Valley Recreation Center,4870,2,1989,Male,29,6/3/2019
4518,9 minutes,16,Steuart St at Market St,81,Berry St at 4th St,4629,2,1995,Female,29,12/20/2017
4519,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),28,The Embarcadero at Bryant St,4987,2,1979,Male,26,1/5/2019
4520,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),5357,3,1980,Male,27,5/10/2023
4521,12 minutes,5,Powell St BART Station (Market St at 5th St),73,Pierce St at Haight St,5300,1,1988,Male,29,2/11/2020
4522,7 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5360,2,1968,Male,26,8/1/2018
4523,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5152,2,1977,Male,26,5/10/2023
